Date,Pure number,Signal
2011-06-05,0.2049,0.0
2011-06-10,0.1724,0.0
2011-06-17,0.2001,0.0
2011-06-24,0.185,0.0
2011-07-01,0.2383,0.0
2011-07-08,0.2755,0.0
2011-07-10,0.611,0.0
2011-07-15,0.3373,-1.0
2011-07-22,0.3119,-1.0
2011-07-29,0.3058,-1.0
2011-08-04,0.1909,-1.0
2011-08-05,0.4193,-1.0
2011-08-07,0.2757,-1.0
2011-08-12,0.5127,-1.0
2011-08-19,0.4802,-1.0
2011-08-26,0.4043,-1.0
2011-09-02,0.4051,-1.0
2011-09-09,0.5264,-1.0
2011-09-12,0.4531,-1.0
2011-09-16,0.5276,-1.0
2011-09-23,0.5536,-1.0
2011-09-30,0.5766,-1.0
2011-10-06,0.1726,-1.0
2011-10-07,0.6108,-1.0
2011-10-14,0.6262,-1.0
2011-10-21,0.5139,-1.0
2011-10-28,0.5401,-1.0
2011-11-02,0.1349,-1.0
2011-11-03,0.1311,-1.0
2011-11-04,0.6556,1.0
2011-11-11,0.5741,-1.0
2011-11-18,0.4848,-1.0
2011-11-25,0.5479,-1.0
2011-12-02,0.5176,-1.0
2011-12-08,0.5132,-1.0
2011-12-09,0.4531,-1.0
2011-12-16,0.5004,-1.0
2011-12-23,0.4002,-1.0
2011-12-30,0.416,-1.0
2012-01-06,0.5259,-1.0
2012-01-13,0.4673,-1.0
2012-01-20,0.4628,-1.0
2012-01-27,0.436,-1.0
2012-02-03,0.422,-1.0
2012-02-10,0.3719,-1.0
2012-02-11,0.1825,-1.0
2012-02-17,0.3156,-1.0
2012-02-24,0.3989,-1.0
2012-03-02,0.3387,-1.0
2012-03-08,0.4439,-1.0
2012-03-09,0.3847,-1.0
2012-03-16,0.3636,-1.0
2012-03-23,0.3021,-1.0
2012-03-30,0.3348,-1.0
2012-04-05,0.3486,-1.0
2012-04-06,0.3114,-1.0
2012-04-13,0.3529,-1.0
2012-04-20,0.3579,-1.0
2012-04-27,0.3897,0.0
2012-05-04,0.3485,-1.0
2012-05-10,0.2257,0.0
2012-05-11,0.3369,0.0
2012-05-18,0.3731,0.0
2012-05-25,0.299,0.0
2012-06-01,0.4282,0.0
2012-06-04,0.3121,-1.0
2012-06-07,0.399,0.0
2012-06-08,0.3974,-1.0
2012-06-15,0.3317,-1.0
2012-06-22,0.3725,0.0
2012-06-29,0.4197,-1.0
2012-07-06,0.399,-1.0
2012-07-09,0.2719,0.0
2012-07-12,0.1247,0.0
2012-07-13,0.3814,0.0
2012-07-20,0.3789,-1.0
2012-07-27,0.4299,-1.0
2012-08-03,0.4439,-1.0
2012-08-06,0.3975,0.0
2012-08-10,0.3191,-1.0
2012-08-17,0.2917,0.0
2012-08-24,0.3252,0.0
2012-08-31,0.2618,0.0
2012-09-03,0.3867,0.0
2012-09-07,0.2718,0.0
2012-09-11,0.1818,0.0
2012-09-14,0.2824,0.0
2012-09-21,0.2479,0.0
2012-09-28,0.2659,0.0
2012-10-02,0.3737,0.0
2012-10-05,0.2253,0.0
2012-10-08,0.3192,0.0
2012-10-12,0.2063,0.0
2012-10-19,0.2526,0.0
2012-10-26,0.2295,0.0
2012-11-02,0.1823,0.0
2012-11-05,0.3371,0.0
2012-11-09,0.1816,0.0
2012-11-16,0.1614,0.0
2012-11-23,0.1566,1.0
2012-11-30,0.1368,1.0
2012-12-07,0.1245,1.0
2012-12-10,0.2064,1.0
2012-12-14,0.1233,1.0
2012-12-21,0.0996,1.0
2012-12-28,0.0612,1.0
2013-01-02,0.1381,1.0
2013-01-03,0.1295,1.0
2013-01-04,0.122,1.0
2013-01-11,0.1244,1.0
2013-01-18,0.1213,1.0
2013-01-25,0.1094,1.0
2013-02-01,0.138,1.0
2013-02-08,0.1212,1.0
2013-02-15,0.0923,1.0
2013-02-22,0.111,1.0
2013-03-01,0.1291,1.0
2013-03-05,0.0836,1.0
2013-03-08,0.1114,1.0
2013-03-15,0.0696,1.0
2013-03-22,0.1227,1.0
2013-03-29,0.0994,1.0
2013-04-01,0.1222,1.0
2013-04-05,0.1213,1.0
2013-04-10,0.0361,1.0
2013-04-12,0.1158,1.0
2013-04-19,0.1203,1.0
2013-04-26,0.0946,1.0
2013-05-03,0.0835,1.0
2013-05-04,0.1216,1.0
2013-05-07,0.0732,1.0
2013-05-10,0.0617,1.0
2013-05-17,0.0494,1.0
2013-05-24,0.0564,1.0
2013-05-31,0.0595,1.0
2013-06-07,0.057,1.0
2013-06-09,0.0471,1.0
2013-06-12,0.0693,1.0
2013-06-14,0.057,1.0
2013-06-21,0.0884,1.0
2013-06-28,0.0975,1.0
2013-07-05,0.0732,1.0
2013-07-06,0.0571,1.0
2013-07-12,0.0667,1.0
2013-07-19,0.0441,1.0
2013-07-26,0.0571,1.0
2013-08-02,0.0415,1.0
2013-08-03,0.1117,1.0
2013-08-09,0.042,1.0
2013-08-11,0.0497,1.0
2013-08-16,0.0404,1.0
2013-08-23,0.0401,1.0
2013-08-30,0.0436,1.0
2013-09-06,0.0471,1.0
2013-09-08,0.0421,1.0
2013-09-13,0.0376,1.0
2013-09-20,0.0286,1.0
2013-09-27,0.021,1.0
2013-10-04,0.0362,1.0
2013-10-05,0.0618,1.0
2013-10-11,0.0355,1.0
2013-10-18,0.0301,1.0
2013-10-25,0.0308,1.0
2013-11-01,0.0393,1.0
2013-11-08,0.0497,1.0
2013-11-10,0.0355,1.0
2013-11-15,0.0357,1.0
2013-11-22,0.0396,1.0
2013-11-29,0.0286,1.0
2013-12-04,0.116,1.0
2013-12-06,0.0694,1.0
2013-12-07,0.0667,1.0
2013-12-13,0.0503,1.0
2013-12-20,0.0606,1.0
2013-12-27,0.0314,1.0
2014-01-03,0.0536,1.0
2014-01-08,0.1167,1.0
2014-01-10,0.0579,1.0
2014-01-17,0.0769,1.0
2014-01-24,0.0913,1.0
2014-01-31,0.0846,1.0
2014-02-05,0.0646,1.0
2014-02-07,0.1138,1.0
2014-02-14,0.0841,1.0
2014-02-21,0.0426,1.0
2014-02-28,0.0521,1.0
2014-03-01,0.0535,1.0
2014-03-07,0.16,1.0
2014-03-10,0.121,1.0
2014-03-14,0.1087,1.0
2014-03-21,0.079,1.0
2014-03-28,0.1235,1.0
2014-04-04,0.0744,1.0
2014-04-07,0.0824,1.0
2014-04-11,0.0887,1.0
2014-04-18,0.0548,1.0
2014-04-25,0.0561,1.0
2014-05-02,0.0643,1.0
2014-05-09,0.089,1.0
2014-05-16,0.0939,1.0
2014-05-23,0.0575,1.0
2014-05-30,0.0463,1.0
2014-06-06,0.0668,1.0
2014-06-13,0.0638,1.0
2014-06-20,0.0667,1.0
2014-06-27,0.07,1.0
2014-07-02,0.1133,1.0
2014-07-03,0.1599,1.0
2014-07-04,0.0833,1.0
2014-07-11,0.0829,1.0
2014-07-18,0.0915,1.0
2014-07-25,0.1375,1.0
2014-08-01,0.1182,1.0
2014-08-08,0.1121,1.0
2014-08-15,0.1174,1.0
2014-08-22,0.1011,1.0
2014-08-29,0.0789,1.0
2014-09-05,0.1166,1.0
2014-09-12,0.0803,1.0
2014-09-19,0.0658,1.0
2014-09-26,0.0882,1.0
2014-10-01,0.058,1.0
2014-10-03,0.1227,1.0
2014-10-10,0.1231,1.0
2014-10-17,0.1846,1.0
2014-10-24,0.1271,1.0
2014-10-31,0.158,1.0
2014-11-04,0.0886,1.0
2014-11-07,0.1337,1.0
2014-11-14,0.11,1.0
2014-11-21,0.1231,1.0
2014-11-28,0.0489,1.0
2014-12-05,0.0979,1.0
2014-12-09,0.079,1.0
2014-12-12,0.1144,1.0
2014-12-19,0.1394,1.0
2014-12-26,0.0364,1.0
2015-01-02,0.0882,1.0
2015-01-09,0.1498,1.0
2015-01-16,0.1566,1.0
2015-01-23,0.1944,1.0
2015-01-30,0.1503,1.0
2015-02-06,0.1282,1.0
2015-02-13,0.0828,1.0
2015-02-20,0.0556,1.0
2015-02-27,0.0747,1.0
2015-03-06,0.0627,1.0
2015-03-13,0.1075,1.0
2015-03-20,0.0937,1.0
2015-03-27,0.0753,1.0
2015-04-03,0.0557,1.0
2015-04-10,0.0714,1.0
2015-04-17,0.0641,1.0
2015-04-24,0.0764,1.0
2015-05-01,0.11,1.0
2015-05-08,0.1149,1.0
2015-05-15,0.0844,1.0
2015-05-22,0.0709,1.0
2015-05-29,0.0757,1.0
2015-06-05,0.1025,1.0
2015-06-12,0.0819,1.0
2015-06-19,0.0689,1.0
2015-06-26,0.0707,1.0
2015-07-03,0.1215,1.0
2015-07-10,0.1942,1.0
2015-07-17,0.1119,1.0
2015-07-24,0.0877,1.0
2015-07-31,0.1158,1.0
2015-08-07,0.1044,1.0
2015-08-14,0.1257,1.0
2015-08-21,0.1516,1.0
2015-08-28,0.2032,1.0
2015-09-04,0.1787,1.0
2015-09-11,0.1219,1.0
2015-09-18,0.195,1.0
2015-09-25,0.233,1.0
2015-10-02,0.1699,1.0
2015-10-09,0.1573,1.0
2015-10-16,0.1448,1.0
2015-10-23,0.1917,1.0
2015-10-30,0.1095,1.0
2015-11-06,0.0998,1.0
2015-11-13,0.0911,1.0
2015-11-20,0.0956,1.0
2015-11-27,0.082,1.0
2015-12-04,0.132,1.0
2015-12-11,0.1215,1.0
2015-12-18,0.0848,1.0
2015-12-25,0.0732,1.0
2016-01-01,0.0585,1.0
2016-01-08,0.1681,1.0
2016-01-15,0.1125,1.0
2016-01-22,0.167,1.0
2016-01-29,0.1782,1.0
2016-02-05,0.1634,1.0
2016-02-12,0.2588,1.0
2016-02-19,0.2163,0.0
2016-02-26,0.2233,0.0
2016-03-04,0.2297,0.0
2016-03-11,0.2403,0.0
2016-03-18,0.1793,0.0
2016-03-25,0.1107,0.0
2016-04-01,0.1738,0.0
2016-04-08,0.1693,0.0
2016-04-15,0.1672,0.0
2016-04-22,0.1789,0.0
2016-04-29,0.1624,0.0
2016-05-06,0.1395,0.0
2016-05-13,0.1085,0.0
2016-05-20,0.1167,1.0
2016-05-27,0.1167,1.0
2016-06-03,0.1303,0.0
2016-06-10,0.1329,1.0
2016-06-17,0.1852,1.0
2016-06-24,0.3208,0.0
2016-07-01,0.3021,-1.0
2016-07-08,0.2724,0.0
2016-07-15,0.306,0.0
2016-07-22,0.1764,0.0
2016-07-29,0.2103,0.0
2016-08-05,0.2231,0.0
2016-08-12,0.1366,0.0
2016-08-19,0.15,0.0
2016-08-26,0.1397,0.0
2016-09-02,0.1466,0.0
2016-09-09,0.1419,1.0
2016-09-16,0.1201,1.0
2016-09-23,0.1501,1.0
2016-09-30,0.1018,1.0
2016-10-07,0.1439,1.0
2016-10-14,0.147,1.0
2016-10-21,0.0932,1.0
2016-10-28,0.0934,0.0
2016-11-04,0.1177,0.0
2016-11-11,0.1411,0.0
2016-11-18,0.0874,0.0
2016-11-25,0.0812,0.0
2016-12-02,0.1245,1.0
2016-12-09,0.1459,0.0
2016-12-16,0.0933,0.0
2016-12-23,0.0748,0.0
2016-12-30,0.0524,1.0
2017-01-06,0.0757,1.0
2017-01-13,0.063,1.0
2017-01-20,0.0745,1.0
2017-01-27,0.0854,1.0
2017-02-03,0.0775,1.0
2017-02-10,0.0871,1.0
2017-02-17,0.0691,1.0
2017-02-24,0.0646,1.0
2017-03-03,0.087,1.0
2017-03-10,0.0714,1.0
2017-03-17,0.0544,1.0
2017-03-24,0.0532,1.0
2017-03-31,0.0447,1.0
2017-04-07,0.046,1.0
2017-04-14,0.0407,1.0
2017-04-21,0.0507,1.0
2017-04-28,0.0852,1.0
2017-05-05,0.0461,1.0
2017-05-12,0.0416,1.0
2017-05-19,0.0631,1.0
2017-05-26,0.0414,1.0
2017-06-02,0.0473,1.0
2017-06-09,0.0435,1.0
2017-06-16,0.0556,1.0
2017-06-23,0.0245,1.0
2017-06-30,0.0818,1.0
2017-07-07,0.0438,1.0
2017-07-14,0.0545,1.0
2017-07-21,0.0544,1.0
2017-07-28,0.04,1.0
2017-08-04,0.0382,1.0
2017-08-11,0.031,1.0
2017-08-18,0.0495,1.0
2017-08-25,0.0516,1.0
2017-09-01,0.0597,1.0
2017-09-08,0.0616,1.0
2017-09-15,0.0561,1.0
2017-09-22,0.0461,1.0
2017-09-29,0.0467,1.0
2017-10-06,0.0388,1.0
2017-10-13,0.0402,1.0
2017-10-20,0.0407,1.0
2017-10-27,0.0647,1.0
2017-11-03,0.0468,1.0
2017-11-10,0.0537,1.0
2017-11-17,0.0631,1.0
2017-11-24,0.0617,1.0
2017-12-01,0.0528,1.0
2017-12-08,0.0603,1.0
2017-12-15,0.0429,1.0
2017-12-22,0.0593,1.0
2017-12-29,0.0308,1.0
2018-01-05,0.0521,1.0
2018-01-12,0.0613,1.0
2018-01-19,0.03,1.0
2018-01-26,0.0641,1.0
2018-02-02,0.0674,1.0
2018-02-09,0.1277,1.0
2018-02-16,0.1177,1.0
2018-02-23,0.0524,1.0
2018-03-02,0.1016,1.0
2018-03-09,0.0846,1.0
2018-03-16,0.0628,1.0
2018-03-23,0.09,1.0
2018-03-30,0.074,1.0
2018-04-06,0.0767,1.0
2018-04-13,0.0535,1.0
2018-04-20,0.0627,1.0
2018-04-27,0.0622,1.0
2018-05-04,0.0481,1.0
2018-05-10,0.0778,1.0
2018-05-11,0.0466,1.0
2018-05-18,0.0484,1.0
2018-05-25,0.0793,1.0
2018-06-01,0.1574,1.0
2018-06-08,0.1048,0.0
2018-06-15,0.134,0.0
2018-06-22,0.1025,0.0
2018-06-29,0.1226,0.0
2018-07-06,0.0672,0.0
2018-07-13,0.083,0.0
2018-07-20,0.0726,1.0
2018-07-27,0.0575,1.0
2018-08-03,0.0606,1.0
2018-08-10,0.0573,1.0
2018-08-17,0.0584,1.0
2018-08-24,0.0505,1.0
2018-08-31,0.0733,1.0
2018-09-07,0.0981,1.0
2018-09-14,0.0626,1.0
2018-09-21,0.0555,1.0
2018-09-28,0.056,1.0
2018-10-05,0.078,1.0
2018-10-12,0.0722,1.0
2018-10-19,0.0648,1.0
2018-10-26,0.0784,1.0
2018-11-02,0.0866,1.0
2018-11-09,0.0659,1.0
2018-11-16,0.0609,1.0
2018-11-23,0.0727,1.0
2018-11-30,0.0587,1.0
2018-12-07,0.1009,1.0
2018-12-14,0.1191,1.0
2018-12-21,0.1125,1.0
2018-12-28,0.0748,1.0
2019-01-04,0.1427,1.0
2019-01-11,0.1263,0.0
2019-01-18,0.1568,0.0
2019-01-25,0.1237,0.0
2019-02-01,0.1187,0.0
2019-02-08,0.1437,0.0
2019-02-15,0.1403,0.0
2019-02-22,0.0961,0.0
2019-03-01,0.1093,0.0
2019-03-08,0.11,0.0
2019-03-15,0.0771,0.0
2019-03-22,0.1215,0.0
2019-03-29,0.1181,0.0
2019-04-05,0.1243,0.0
2019-04-12,0.123,0.0
2019-04-19,0.0758,0.0
2019-04-26,0.0648,1.0
2019-05-03,0.0589,1.0
2019-05-10,0.0906,1.0
2019-05-17,0.0966,1.0
2019-05-24,0.1164,1.0
2019-05-31,0.0958,1.0
2019-06-07,0.0992,1.0
2019-06-14,0.078,1.0
2019-06-21,0.0931,1.0
2019-06-28,0.0703,1.0
2019-07-05,0.0631,1.0
2019-07-12,0.0622,1.0
